Title,Authors,Publication Date,Journal,Citation Info,Content Type,Article URL,PDF URL,DOI,Page Number,Search Topic
"Is telephone health coaching a useful population health strategy for supporting older people with multimorbidity? An evaluation of reach, effectiveness and cost-effectiveness using a ‘trial within a cohort’","Maria Panagioti, David Reeves, Rachel Meacock, Beth Parkinson, Karina Lovell, Mark Hann, Kelly Howells, Amy Blakemore, Lisa Riste, Peter Coventry, Thomas Blakeman, Mark Sidaway and Peter Bower",30 May 2018,BMC Medicine,2018 16:80,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-018-1051-5,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-018-1051-5.pdf,10.1186/s12916-018-1051-5,4,mental health
The impact of adverse childhood experiences on multimorbidity: a systematic review and meta-analysis,"Dhaneesha N. S. Senaratne, Bhushan Thakkar, Blair H. Smith, Tim G. Hales, Louise Marryat and Lesley A. Colvin",15 August 2024,BMC Medicine,2024 22:315,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03505-w,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03505-w.pdf,10.1186/s12916-024-03505-w,4,mental health
Physical activity and depressive symptoms in adolescents: a prospective study,"Catherine Rothon, Phil Edwards, Kamaldeep Bhui, Russell M Viner, Stephanie Taylor and Stephen A Stansfeld",28 May 2010,BMC Medicine,2010 8:32,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-8-32,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-8-32.pdf,10.1186/1741-7015-8-32,4,mental health
Addressing ethnic inequalities in the pathways to care for psychosis,James B. Kirkbride,21 December 2018,BMC Medicine,2018 16:240,Commentary,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-018-1236-y,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-018-1236-y.pdf,10.1186/s12916-018-1236-y,4,mental health
Parental income gradients in adult health: a national cohort study,"Miriam Evensen, Søren Toksvig Klitkou, Mette C. Tollånes, Simon Øverland, Torkild Hovde Lyngstad, Stein Emil Vollset and Jonas Minet Kinge",1 July 2021,BMC Medicine,2021 19:152,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-021-02022-4,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-021-02022-4.pdf,10.1186/s12916-021-02022-4,4,mental health
Prevalence and outcomes of delirium in community and non-acute care settings in people without dementia: a report from the Canadian Study of Health and Aging,"Melissa K Andrew, Susan H Freter and Kenneth Rockwood",23 June 2006,BMC Medicine,2006 4:15,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-4-15,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-4-15.pdf,10.1186/1741-7015-4-15,4,mental health
Mapping the evidence on pharmacological interventions for non-affective psychosis in humanitarian non-specialised settings: a UNHCR clinical guidance,"Giovanni Ostuzzi, Corrado Barbui, Charlotte Hanlon, Sudipto Chatterjee, Julian Eaton, Lynne Jones, Derrick Silove and Peter Ventevogel",11 December 2017,BMC Medicine,2017 15:197,Guideline,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-017-0960-z,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-017-0960-z.pdf,10.1186/s12916-017-0960-z,4,mental health
Brief psychological therapies for anxiety and depression in primary care: meta-analysis and meta-regression,"John Cape, Craig Whittington, Marta Buszewicz, Paul Wallace and Lisa Underwood",25 June 2010,BMC Medicine,2010 8:38,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-8-38,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-8-38.pdf,10.1186/1741-7015-8-38,4,mental health
Exploring the causal role of intimate partner violence and abuse on depressive symptoms in young adults: a population-based cohort study,"Annie Herbert, Jon Heron, Maria Barnes, Christine Barter, Gene Feder, Khadija Meghrawi, Eszter Szilassy, Abigail Fraser and Laura D. Howe",10 January 2022,BMC Medicine,2022 20:1,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-021-02182-3,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-021-02182-3.pdf,10.1186/s12916-021-02182-3,4,mental health
"DSM-5: a collection of psychiatrist views on the changes, controversies, and future directions","Charles B Nemeroff, Daniel Weinberger, Michael Rutter, Harriet L MacMillan, Richard A Bryant, Simon Wessely, Dan J Stein, Carmine M Pariante, Florian Seemüller, Michael Berk, Gin S Malhi, Martin Preisig, Martin Brüne and Paul Lysaker",12 September 2013,BMC Medicine,2013 11:202,Forum,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-11-202,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-11-202.pdf,10.1186/1741-7015-11-202,4,mental health
Hospitalisation events in people with chronic kidney disease as a component of multimorbidity: parallel cohort studies in research and routine care settings,"Michael K. Sullivan, Bhautesh Dinesh Jani, Alex McConnachie, Peter Hanlon, Philip McLoone, Barbara I. Nicholl, Juan-Jesus Carrero, Dorothea Nitsch, David McAllister, Frances S. Mair and Patrick B. Mark",19 November 2021,BMC Medicine,2021 19:278,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-021-02147-6,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-021-02147-6.pdf,10.1186/s12916-021-02147-6,4,mental health
An evaluation of exclusionary medical/psychiatric conditions in the definition of chronic fatigue syndrome,"James F Jones, Jin-Mann S Lin, Elizabeth M Maloney, Roumiana S Boneva, Urs M Nater, Elizabeth R Unger and William C Reeves",12 October 2009,BMC Medicine,2009 7:57,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-7-57,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-7-57.pdf,10.1186/1741-7015-7-57,4,mental health
Clinical and economic outcomes of remotely delivered cognitive behaviour therapy versus treatment as usual for repeat unscheduled care users with severe health anxiety: a multicentre randomised controlled trial,"Richard Morriss, Shireen Patel, Sam Malins, Boliang Guo, Fred Higton, Marilyn James, Mengjun Wu, Paula Brown, Naomi Boycott, Catherine Kaylor-Hughes, Martin Morris, Emma Rowley, Jayne Simpson, David Smart, Michelle Stubley, Joe Kai…",23 January 2019,BMC Medicine,2019 17:16,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-019-1253-5,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-019-1253-5.pdf,10.1186/s12916-019-1253-5,4,mental health
"Autism spectrum disorders as a risk factor for adolescent self-harm: a retrospective cohort study of 113,286 young people in the UK","Emily Widnall, Sophie Epstein, Catherine Polling, Sumithra Velupillai, Amelia Jewell, Rina Dutta, Emily Simonoff, Robert Stewart, Ruth Gilbert, Tamsin Ford, Matthew Hotopf, Richard D. Hayes and Johnny Downs",29 April 2022,BMC Medicine,2022 20:137,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02329-w,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-022-02329-w.pdf,10.1186/s12916-022-02329-w,4,mental health
A culturally adapted manual-assisted problem-solving intervention (CMAP) for adults with a history of self-harm: a multi-centre randomised controlled trial,"Nusrat Husain, Tayyeba Kiran, Imran Bashir Chaudhry, Christopher Williams, Richard Emsley, Usman Arshad, Moin Ahmed Ansari, Paul Bassett, Penny Bee, Moti Ram Bhatia, Carolyn Chew-Graham, Muhammad Omair Husain, Muhammad Irfan, Ayesha Khaliq, Fareed A. Minhas, Farooq Naeem…",31 July 2023,BMC Medicine,2023 21:282,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-023-02983-8,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-023-02983-8.pdf,10.1186/s12916-023-02983-8,4,mental health
Association of caesarean delivery with offspring health outcomes in full-cohort versus sibling-comparison studies: a comparative meta-analysis and simulation study,"Hong-zhao Yu, Xiao-wei Wang, Zhen-yu Guo, Zhi Lin, Yu-bo Zhou, Hong-tian Li and Jian-meng Liu",8 September 2023,BMC Medicine,2023 21:348,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-023-03030-2,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-023-03030-2.pdf,10.1186/s12916-023-03030-2,4,mental health
The risk of all-cause and cause-specific mortality in people prescribed mirtazapine: an active comparator cohort study using electronic health records,"Rebecca M. Joseph, Ruth H. Jack, Richard Morriss, Roger David Knaggs, Debbie Butler, Chris Hollis, Julia Hippisley-Cox and Carol Coupland",2 February 2022,BMC Medicine,2022 20:43,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02247-x,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-022-02247-x.pdf,10.1186/s12916-022-02247-x,4,mental health
Ethnic minority inequalities in access to treatments for schizophrenia and schizoaffective disorders: findings from a nationally representative cross-sectional study,"Jayati Das-Munshi, Dinesh Bhugra and Mike J. Crawford",18 April 2018,BMC Medicine,2018 16:55,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-018-1035-5,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-018-1035-5.pdf,10.1186/s12916-018-1035-5,5,mental health
Prediction of falls using a risk assessment tool in the acute care setting,"Alexandra Papaioannou, William Parkinson, Richard Cook, Nicole Ferko, Esther Coker and Jonathan D Adachi",21 January 2004,BMC Medicine,2004 2:1,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-2-1,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-2-1.pdf,10.1186/1741-7015-2-1,5,mental health
A systematic review of multi-level stigma interventions: state of the science and future directions,"Deepa Rao, Ahmed Elshafei, Minh Nguyen, Mark L. Hatzenbuehler, Sarah Frey and Vivian F. Go",15 February 2019,BMC Medicine,2019 17:41,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-018-1244-y,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-018-1244-y.pdf,10.1186/s12916-018-1244-y,5,mental health
Clinical effectiveness of usual care with or without antidepressant medication for primary care patients with minor or mild-major depression: a randomized equivalence trial,"Marleen LM Hermens, Hein PJ van Hout, Berend Terluin, Herman J Adèr, Brenda WJH Penninx, Harm WJ van Marwijk, Judith E Bosmans, Richard van Dyck and Marten de Haan",7 December 2007,BMC Medicine,2007 5:36,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-5-36,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-5-36.pdf,10.1186/1741-7015-5-36,5,mental health
Use of renin-angiotensin system blockers and posttraumatic stress disorder risk in the UK Biobank: a retrospective cohort study,"Sunghyuk Kang, Jimin Kim, Ji Su Yang, Ye Jin Jeon, Hyeok-Hee Lee, Shakira F. Suglia, Alexander C. Tsai, Jee In Kang and Sun Jae Jung",23 October 2024,BMC Medicine,2024 22:489,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03704-5,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03704-5.pdf,10.1186/s12916-024-03704-5,5,mental health
Randomized control trial testing the effectiveness of implemented depression prevention in high-risk adolescents,"Karlijn W. J. de Jonge-Heesen, Sanne P. A. Rasing, Ad A. Vermulst, Ron H. J. Scholte, Kim M. van Ettekoven, Rutger C. M. E. Engels and Daan H. M. Creemers",24 July 2020,BMC Medicine,2020 18:188,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01656-0,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01656-0.pdf,10.1186/s12916-020-01656-0,5,mental health
Physical comorbidities in men with mood and anxiety disorders: a population-based study,"Livia Sanna, Amanda L Stuart, Julie A Pasco, Mark A Kotowicz, Michael Berk, Paolo Girardi, Sharon L Brennan and Lana J Williams",24 April 2013,BMC Medicine,2013 11:110,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-11-110,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-11-110.pdf,10.1186/1741-7015-11-110,5,mental health
Bridging the gap between complexity science and clinical practice by formalizing idiographic theories: a computational model of functional analysis,"Julian Burger, Date C. van der Veen, Donald J. Robinaugh, Rick Quax, Harriëtte Riese, Robert A. Schoevers and Sacha Epskamp",8 April 2020,BMC Medicine,2020 18:99,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01558-1,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01558-1.pdf,10.1186/s12916-020-01558-1,5,mental health
Depression comorbid with tuberculosis and its impact on health status: cross-sectional analysis of community-based data from 48 low- and middle-income countries,"Ai Koyanagi, Davy Vancampfort, André F. Carvalho, Jordan E. DeVylder, Josep Maria Haro, Damiano Pizzol, Nicola Veronese and Brendon Stubbs",28 November 2017,BMC Medicine,2017 15:209,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-017-0975-5,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-017-0975-5.pdf,10.1186/s12916-017-0975-5,5,mental health
"A longitudinal, observational study of the features of transitional healthcare associated with better outcomes for young people with long-term conditions","A. Colver, H. McConachie, A. Le Couteur, G. Dovey-Pearce, K. D. Mann, J. E. McDonagh, M. S. Pearce, L. Vale, H. Merrick and J. R. Parr",23 July 2018,BMC Medicine,2018 16:111,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-018-1102-y,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-018-1102-y.pdf,10.1186/s12916-018-1102-y,5,mental health
A step beyond the hygiene hypothesis—immune-mediated classes determined in a population-based study,"Vladeta Ajdacic-Gross, Margot Mutsch, Stephanie Rodgers, Anja Tesic, Mario Müller, Erich Seifritz, En-Young N. Wagner, Roland von Känel, Markus A. Landolt, Nina Steinemann, Viktor von Wyl, Enrique Castelao, Marie-Pierre F. Strippoli, Jennifer Glaus, Caroline Vandeleur, Pedro M. Marques-Vidal…",9 April 2019,BMC Medicine,2019 17:75,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-019-1311-z,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-019-1311-z.pdf,10.1186/s12916-019-1311-z,5,mental health
Public health and medical care for the world's factory: China's Pearl River Delta Region,Guilhem Fabre and Victor G Rodwin,4 October 2011,BMC Medicine,2011 9:110,Commentary,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-9-110,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-9-110.pdf,10.1186/1741-7015-9-110,5,mental health
How and why weight stigma drives the obesity ‘epidemic’ and harms health,"A. Janet Tomiyama, Deborah Carr, Ellen M. Granberg, Brenda Major, Eric Robinson, Angelina R. Sutin and Alexandra Brewis",15 August 2018,BMC Medicine,2018 16:123,Opinion,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-018-1116-5,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-018-1116-5.pdf,10.1186/s12916-018-1116-5,5,mental health
"First-trimester fetal size, accelerated growth in utero, and child neurodevelopment in a cohort study","Xinmei Chen, Hongxiu Liu, Yuanyuan Li, Wenxin Zhang, Aifen Zhou, Wei Xia and Shunqing Xu",29 April 2024,BMC Medicine,2024 22:181,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03390-3,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03390-3.pdf,10.1186/s12916-024-03390-3,5,mental health
Best practice for motor imagery: a systematic literature review on motor imagery training elements in five different disciplines,"Corina Schuster, Roger Hilfiker, Oliver Amft, Anne Scheidhauer, Brian Andrews, Jenny Butler, Udo Kischka and Thierry Ettlin",17 June 2011,BMC Medicine,2011 9:75,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-9-75,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-9-75.pdf,10.1186/1741-7015-9-75,5,mental health
Impact of COVID-19 pandemic on depression incidence and healthcare service use among patients with depression: an interrupted time-series analysis from a 9-year population-based study,"Vivien Kin Yi Chan, Yi Chai, Sandra Sau Man Chan, Hao Luo, Mark Jit, Martin Knapp, David Makram Bishai, Michael Yuxuan Ni, Ian Chi Kei Wong and Xue Li",22 April 2024,BMC Medicine,2024 22:169,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03386-z,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03386-z.pdf,10.1186/s12916-024-03386-z,5,mental health
"Stroke, multimorbidity and polypharmacy in a nationally representative sample of 1,424,378 patients in Scotland: implications for treatment burden","Katie I Gallacher, G David Batty, Gary McLean, Stewart W Mercer, Bruce Guthrie, Carl R May, Peter Langhorne and Frances S Mair",3 October 2014,BMC Medicine,2014 12:151,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-014-0151-0,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-014-0151-0.pdf,10.1186/s12916-014-0151-0,5,mental health
Evidence from neuroimaging to explore brain plasticity in humans during an ultra-endurance burden,Stéphane Perrey and Kevin Mandrick,21 December 2012,BMC Medicine,2012 10:171,Commentary,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-10-171,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-10-171.pdf,10.1186/1741-7015-10-171,5,mental health
The value of screening in patient populations with high prevalence of a disorder,David Goldberg,28 January 2014,BMC Medicine,2014 12:14,Commentary,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-12-14,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-12-14.pdf,10.1186/1741-7015-12-14,5,mental health
Benefits and challenges experienced by participants on long-term methadone maintenance treatment in China: a qualitative study,"Xijia Tang, Wenxue Xiong, Wen Chen, Chijie Wang, Hexuan Wang, Boyu Li, Zirong Zhang and Li Ling",8 January 2024,BMC Medicine,2024 22:18,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-023-03203-z,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-023-03203-z.pdf,10.1186/s12916-023-03203-z,5,mental health
Khat use as risk factor for psychotic disorders: A cross-sectional and case-control study in Somalia,"Michael Odenwald, Frank Neuner, Maggie Schauer, Thomas Elbert, Claudia Catani, Birke Lingenfelder, Harald Hinkel, Heinz Häfner and Brigitte Rockstroh",12 February 2005,BMC Medicine,2005 3:5,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-3-5,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-3-5.pdf,10.1186/1741-7015-3-5,5,mental health
"Disability, psychological distress and quality of life in relation to cancer diagnosis and cancer type: population-based Australian study of 22,505 cancer survivors and 244,000 people without cancer","Grace Joshy, Joanne Thandrayen, Bogda Koczwara, Phyllis Butow, Rebekah Laidsaar-Powell, Nicole Rankin, Karen Canfell, John Stubbs, Paul Grogan, Louise Bailey, Amelia Yazidjoglou and Emily Banks",1 December 2020,BMC Medicine,2020 18:372,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01830-4,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01830-4.pdf,10.1186/s12916-020-01830-4,5,mental health
Unravelling the complex nature of resilience factors and their changes between early and later adolescence,"J. Fritz, J. Stochl, E. I. Fried, I. M. Goodyer, C. D. van Borkulo, P. O. Wilkinson and A.-L. van Harmelen",14 November 2019,BMC Medicine,2019 17:203,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-019-1430-6,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-019-1430-6.pdf,10.1186/s12916-019-1430-6,5,mental health
'Gut health': a new objective in medicine?,Stephan C Bischoff,14 March 2011,BMC Medicine,2011 9:24,Debate,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-9-24,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-9-24.pdf,10.1186/1741-7015-9-24,5,mental health
Estimating the returns to UK publicly funded cancer-related research in terms of the net value of improved health outcomes,"Matthew Glover, Martin Buxton, Susan Guthrie, Stephen Hanney, Alexandra Pollitt and Jonathan Grant",16 June 2014,BMC Medicine,2014 12:99,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-12-99,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-12-99.pdf,10.1186/1741-7015-12-99,5,mental health
Evidencing general acceptability of open-label placebo use for tackling overtreatment in primary care: a mixed methods study,"E. M. Krockow, T. Emerson, E. Youssef, S. Scott and S. Tromans",19 September 2023,BMC Medicine,2023 21:362,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-023-03074-4,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-023-03074-4.pdf,10.1186/s12916-023-03074-4,5,mental health
Towards a genuinely medical model for psychiatric nosology,Randolph M Nesse and Dan J Stein,13 January 2012,BMC Medicine,2012 10:5,Opinion,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-10-5,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-10-5.pdf,10.1186/1741-7015-10-5,5,mental health
"Psychoeducation for depression, anxiety and psychological distress: a meta-analysis","Tara Donker, Kathleen M Griffiths, Pim Cuijpers and Helen Christensen",16 December 2009,BMC Medicine,2009 7:79,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-7-79,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-7-79.pdf,10.1186/1741-7015-7-79,5,mental health
"Helping editors, peer reviewers and authors improve the clarity, completeness and transparency of reporting health research","David Moher, Iveta Simera, Kenneth F Schulz, John Hoey and Douglas G Altman",16 June 2008,BMC Medicine,2008 6:13,Commentary,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-6-13,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-6-13.pdf,10.1186/1741-7015-6-13,5,mental health
Early discharge hospital at home as alternative to routine hospital care for older people: a systematic review and meta-analysis,"Lulu Lin, Mengyuan Cheng, Yawei Guo, Xiaowen Cao, Weiming Tang, Xin Xu, Weibin Cheng and Zhongzhi Xu",18 June 2024,BMC Medicine,2024 22:250,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03463-3,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03463-3.pdf,10.1186/s12916-024-03463-3,5,mental health
Mortality and guideline-concordant care for older patients with schizophrenia: a retrospective longitudinal study,"Jack Y Tsan, Eileen M Stock, Jazmin M Gonzalez, David S Greenawalt, John E Zeber, Emran Rouf and Laurel A Copeland",26 November 2012,BMC Medicine,2012 10:147,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-10-147,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-10-147.pdf,10.1186/1741-7015-10-147,5,mental health
There are no randomized controlled trials that support the United States Preventive Services Task Force guideline on screening for depression in primary care: a systematic review,"Brett D Thombs, Roy C Ziegelstein, Michelle Roseman, Lorie A Kloda and John PA Ioannidis",28 January 2014,BMC Medicine,2014 12:13,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-12-13,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-12-13.pdf,10.1186/1741-7015-12-13,5,mental health
Long COVID 12 months after discharge: persistent symptoms in patients hospitalised due to COVID-19 and patients hospitalised due to other causes—a multicentre cohort study,"Mario Rivera-Izquierdo, Antonio Jesús Láinez-Ramos-Bossini, Inmaculada Guerrero-Fernández de Alba, Rocío Ortiz-González-Serna, Álvaro Serrano-Ortiz, Nicolás Francisco Fernández-Martínez, Rafael Ruiz-Montero and Jorge A. Cervilla",23 February 2022,BMC Medicine,2022 20:92,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02292-6,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-022-02292-6.pdf,10.1186/s12916-022-02292-6,5,mental health
HIV self-testing: finding its way in the prevention tool box,Katrina F. Ortblad and Joanne D. Stekler,30 November 2020,BMC Medicine,2020 18:373,Commentary,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01852-y,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01852-y.pdf,10.1186/s12916-020-01852-y,5,mental health
A personalized intervention to prevent depression in primary care: cost-effectiveness study nested into a clustered randomized trial,"Anna Fernández, Juan M. Mendive, Sonia Conejo-Cerón, Patricia Moreno-Peral, Michael King, Irwin Nazareth, Carlos Martín-Pérez, Carmen Fernández-Alonso, Antonina Rodríguez-Bayón, Jose Maria Aiarzaguena, Carmen Montón-Franco, Antoni Serrano-Blanco, Inmaculada Ibañez-Casas, Emiliano Rodríguez-Sánchez, Luis Salvador-Carulla, Paola Bully Garay…",23 February 2018,BMC Medicine,2018 16:28,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-018-1005-y,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-018-1005-y.pdf,10.1186/s12916-018-1005-y,5,mental health
Child maltreatment and cardiovascular disease: quantifying mediation pathways using UK Biobank,"Frederick K. Ho, Carlos Celis-Morales, Stuart R. Gray, Fanny Petermann-Rocha, Donald Lyall, Daniel Mackay, Naveed Sattar, Helen Minnis and Jill P. Pell",12 June 2020,BMC Medicine,2020 18:143,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01603-z,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01603-z.pdf,10.1186/s12916-020-01603-z,5,mental health
"Characteristics, service use and mortality of clusters of multimorbid patients in England: a population-based study","Yajing Zhu, Duncan Edwards, Jonathan Mant, Rupert A. Payne and Steven Kiddle",10 April 2020,BMC Medicine,2020 18:78,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01543-8,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01543-8.pdf,10.1186/s12916-020-01543-8,5,mental health
Substantial health and economic burden of COVID-19 during the year after acute illness among US adults not at high risk of severe COVID-19,"Amie Scott, Wajeeha Ansari, Richard Chambers, Maya Reimbaeva, Tomasz Mikolajczyk, Michael Benigno, Florin Draica and Joanna Atkinson",2 February 2024,BMC Medicine,2024 22:47,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-023-03235-5,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-023-03235-5.pdf,10.1186/s12916-023-03235-5,5,mental health
Investigating pain-related medication use and contribution to polypharmacy in adults with intellectual disabilities: a systematic review,"Christine Pacitti, Deborah Cairns, Laura Ward and Barbara I. Nicholl",2 December 2024,BMC Medicine,2024 22:565,Research,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03770-9,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03770-9.pdf,10.1186/s12916-024-03770-9,5,mental health
