section,text
History -> Colonial history,"A flotilla of ships sailed from England beginning in April 1630, sometimes known as the Winthrop Fleet. They began arriving at Salem in June and carried more than 700 colonists, Governor John Winthrop, and the colonial charter. Winthrop delivered his famous sermon ""City upon a Hill"" either before or during the voyage.
Over the next ten years, about 20,000 Puritans emigrated from England to Massachusetts and the neighboring colonies during the Great Migration. Many ministers reacted to the repressive religious policies of England, making the trip with their congregations, among whom were John Cotton, Roger Williams, Thomas Hooker, and others. Religious divisions and the need for additional land prompted a number of new settlements that resulted in Connecticut Colony (by Hooker) and the Colony of Rhode Island and Providence Plantations (by Williams and others). Minister John Wheelwright was banished after the Antinomian controversy (like Anne Hutchinson), and he moved north to found Exeter, New Hampshire.
The advent of the Wars of the Three Kingdoms in 1639 brought a halt to major migration, and a significant number of men returned to England to fight in the war. Massachusetts authorities were sympathetic to the Parliamentary cause and had generally positive relationships with the governments of the English Commonwealth and the Protectorate of Oliver Cromwell. The colony's economy began to diversify in the 1640s, as the fur trading, lumber, and fishing industries found markets in Europe and the West Indies, and the colony's shipbuilding industry developed. The growth of a generation of people born in the colony and the rise of a merchant class began to slowly change the political and cultural landscape of the colony, even though its governance continued to be dominated by relatively conservative Puritans.
Colonial support for the Commonwealth created tension after the throne was restored to Charles II in 1660. Charles sought to extend royal influence over the colonies, which Massachusetts resisted along with the other colonies. For example, the Massachusetts Bay colony repeatedly refused requests by Charles and his agents to allow the Church of England to become established, and the New England colonies generally resisted the Navigation Acts, laws that restricted colonial trade to England alone.
The New England colonies were ravaged by King Philip's War (1675–76), when the Indigenous peoples of southern New England rose up against the colonists and were decisively defeated, although at great cost in life to all concerned. The Massachusetts frontier was particularly hard hit: several communities in the Connecticut and Swift River valleys were abandoned. By the end of the war, most of the Indigenous population of southern New England made peace treaties with the colonists."
History -> Confrontation with England -> Revocation of the charter,"Two delegates from Massachusetts Bay were sent to London to meet with the Lords of Trade when the crown threatened the colony with a quo warranto. The Lords demanded a supplementary charter to alleviate problems, but the delegates were under orders that they could not negotiate any change with the Charter and this enraged the Lords. The quo warranto was issued immediately. The King feared that this would stir problems within the colony and attempted to reassure the colonists that their private interests would not be infringed upon. The declaration did create problems, however, and the confrontations increased between the moderates and conservatives. The moderates controlled the office of the Governor and the Council of Assistants, and the conservatives controlled the Assembly of Deputies. This political turmoil ended in a compromise with the deputies voting to allow the delegates in London to negotiate and defend the colonial charter.
When the warrant arrived in Boston, the General Court voted on what course the colony should take. The two options were to immediately submit to royal authority and dismantle their government or to wait for the crown to revoke their charter and install a new governmental system. The General Court decided to wait out the crown. They lacked a legal basis to continue their government, yet it remained intact until its official revocation in 1686."
History -> Unifications and restoration,"James II of England united Massachusetts with the other New England colonies in the Dominion of New England in 1686. The dominion was governed by Sir Edmund Andros without any local representation beyond his own hand-picked councillors, and it was extremely unpopular throughout New England. Massachusetts authorities arrested Andros in April 1689 after the 1688 Glorious Revolution in England, and they re-established government under the forms of the vacated charter. However, dissenters from the Puritan rule argued that the government lacked a proper constitutional foundation, and some of its actions were resisted on that basis.
King William III issued a charter in 1691, despite efforts by Massachusetts agents to revive the old colonial charter. It was chiefly negotiated by Increase Mather in his role as the colony's ambassador-extraordinary, unifying Massachusetts Bay with Plymouth Colony, Martha's Vineyard, Nantucket, and territories that roughly encompass Maine, New Brunswick, and Nova Scotia to form the Province of Massachusetts Bay. This new charter additionally extended voting rights to non-Puritans, an outcome that Mather had tried to avoid."
Life -> Marriage and family life,"Many of the early colonists who migrated from England came with some or all of their family. It was expected that individuals would marry fairly young and begin producing offspring. Infant mortality rates were comparatively low, as were instances of childhood death. Men who lost their wives often remarried fairly quickly, especially if they had children needing care. Older widows would also sometimes marry for financial security. It was also normal for older widowed parents to live with one of their children. Due to the Puritan perception of marriage as a civil union, divorce did sometimes occur and could be pursued by both genders.
Sexual activity was expected to be confined to marriage. Sex outside of marriage was considered fornication if neither partner was married, and adultery if one or both were married to someone else. Fornication was generally punished by fines and pressure to marry; a woman who gave birth to an illegitimate child could also be fined. Adultery and rape were more serious crimes, and both were punishable by death. Rape, however, required more than one witness, and was therefore rarely prosecuted. Sexual activity between men was called sodomy, and was also punishable by death.
Within the marriage, the husband was typically responsible for supplying the family's financial needs, although it was not uncommon for women to work in the fields and to perform some home labor (for example, spinning thread or weaving cloth) to supplement the family income. Women were almost exclusively responsible for seeing to the welfare of the children.
Children were baptized at the local meeting house within a week of being born. The mother was usually not present because she was still recovering from the birth, and the child's name was usually chosen by the father. Names were propagated within the family, and names would be reused when infants died. If an adult died without issue, his (or her) name could be carried on when the siblings of the deceased named children in his or her memory.
Most children received some form of schooling, something which the colony's founders believed to be important for forming a proper relationship with God. Towns were obligated to provide education for their children, which was usually satisfied by hiring a teacher of some sort. The quality of these instructors varied, from minimally educated local people to Harvard-educated ministers."
Government -> Laws and judiciary,"During 1641, the colony formally adopted the Massachusetts Body of Liberties, which Nathaniel Ward compiled. This document consisted of 100 civil and criminal laws based upon the social sanctions recorded in the Bible. These laws formed the nucleus of colonial legislation until independence and contained some provisions later incorporated into the United States Constitution, such as the ideas of equal protection and double jeopardy.
Massachusetts Bay was the first colony to formalize laws concerning slavery with provision 91 of the Massachusetts Body of Liberties which developed protections for people unable to perform public service. Another law was developed to protect married women, children, and people with mental disabilities from making financial decisions. Colonial law differentiated among types of mental disabilities, classifying them as ""distracted persons"", ""idiots"", and ""lunaticks"". In 1693, ""poor laws"" enabled communities to use the estates of people with disabilities to defer the cost of community support of those individuals. Many of these laws remained until the American Revolution.
Many behaviors were frowned upon culturally which modern sensibilities might consider relatively trivial actions, and some led to criminal prosecution. These included sleeping during church services, playing cards, and engaging in any number of activities on the Sabbath. Conversely, there were laws which reflected attitudes that are still endorsed by popular sensibilities in the 21st century US, against things such as smoking tobacco, abusing one's mother-in-law, profane dancing, and pulling hair. Children, newcomers, and people with disabilities were exempt from punishment for such infractions.
The colony's council of assistants sat as the final court of appeal and as the principal court for criminal issues of ""life, limb, or banishment"" and civil issues where the damages exceeded £100. Lesser offenses were heard in county courts or by commissioners appointed for hearing minor disputes. The lower courts were also responsible for issuing licenses and for matters such as probate. Juries were authorized to decide questions of both fact and law, although the court could decide if a jury failed to reach a decision. Sentences for offenses included fines and corporal punishments such as whipping and sitting in the stocks, with the punishments of banishment from the colony and death by hanging reserved for the most serious offenses. Evidence was sometimes based on hearsay and superstition. For example, the ""ordeal of touch"" was used in 1646 in which someone accused of murder is forced to touch the dead body; if blood appears, the accused is deemed guilty. This was used to convict and execute a woman accused of murdering her newborn child. Bodies of individuals hanged for piracy were sometimes gibbeted (publicly displayed) on harbor islands visible to seagoing vessels."
Government -> Notable criminal prosecutions,"One of the first to be executed in the colony was Dorothy Talbye, who was apparently delusional. She was hanged in 1638 for murdering her daughter, as the common law of Massachusetts made no distinction at the time between insanity or mental illness and criminal behavior. Midwife Margaret Jones was convicted of being a witch and hanged in 1648 after the condition of patients allegedly worsened in her care.
The colonial leadership was the most active in New England in the persecution of Quakers. In 1660, English Quaker Mary Dyer was hanged in Boston for repeatedly defying a law banning Quakers from the colony. Dyer was one of the four executed Quakers known as the Boston martyrs. Executions ceased in 1661 when King Charles II explicitly forbade Massachusetts from executing anyone for professing Quakerism."
Government -> New England Confederation,"In 1643, Massachusetts Bay joined Plymouth Colony, Connecticut Colony, and New Haven Colony in the New England Confederation, a loose coalition organized primarily to coordinate military and administrative matters among the Puritan colonies. It was most active in the 1670s during King Philip's War. (New Hampshire had not yet been organized as a separate province, and both it and Rhode Island were excluded because they were not Puritan.)"
Economy and trade,"In the 1600s, the colony was highly dependent on imports from England and was supported by the investments of a number of wealthy immigrants. Certain businesses were quick to thrive, notably shipbuilding, fisheries, and the fur and lumber trades. As early as 1632, ships built in the colony began trading with other colonies, England, and foreign ports in Europe. By 1660, the colony's merchant fleet was estimated at 200 ships and, by the end of the century, its shipyards were estimated to turn out several hundred ships annually. In the early years, the fleet principally carried fish to destinations from the West Indies to Europe. It was common for a merchant to ship dried fish to Portugal or Spain, pick up wine and oil for transport to England, and then carry finished goods from England or elsewhere back to the colony. This and other patterns of trade became illegal following the introduction of the Navigation Acts in 1651, turning colonial merchants who continued these trading patterns into de facto smugglers. Many colonial authorities were merchants or were politically dependent on them, and they opposed being required by the crown to collect duties imposed by those acts. In 1652, Massachusetts General Court authorized John Hull and Robert Sanderson to begin producing coinage for the colony.
The fur trade only played a modest role in the colony's economy because its rivers did not connect its centers well with the Indians who engaged in fur trapping. Timber began to take on an increasingly important role in the economy, especially for naval purposes, after conflicts between England and the Dutch depleted England's supplies of ship masts.
The colony's economy depended on the success of its trade, in part because its land was not as suitable for agriculture as that of other colonies such as Virginia, where large plantations could be established. The fishery was important enough that those involved in it were exempted from taxation and military service. Larger communities supported craftsmen skilled in providing many of the necessities of 17th century life. Some income-producing activities took place in the home, such as carding, spinning, and weaving of wool and other fibers.
Goods were transported to local markets over roads that were sometimes little more than widened Indian trails. Towns were required to maintain their roads, on penalty of fines, and the colony required special town commissions to lay out roads in a more sensible manner in 1639. Bridges were fairly uncommon, since they were expensive to maintain, and fines were imposed on their owners for the loss of life or goods if they failed. Consequently, most river crossings were made by ferry. Notable exceptions were a bridge across the Mystic River constructed in 1638, and another over the Saugus River, whose upkeep costs were subsidized by the colony.
The colonial government attempted to regulate the economy in a number of ways. On several occasions, it passed laws regulating wages and prices of economically important goods and services, but most of these initiatives did not last very long. The trades of shoe-making and coopering (barrel-making) were authorized to form guilds, making it possible to set price, quality, and expertise levels for their work. The colony set standards governing the use of weights and measures. For example, mill operators were required to weigh grain before and after milling, to ensure that the customer received back what he delivered (minus the miller's percentage).
The Puritan dislike of ostentation led the colony to also regulate expenditures on what it perceived as luxury items. Items of personal adornment, particularly lace and costly silk outerwear, were frowned about. Attempts to ban these items failed, and the colony resorted to laws restricting their display to those who could demonstrate £200 in assets."
Demographics,"Most of the people who arrived during the first 12 years emigrated from two regions of England. Many of the colonists came from the county of Lincolnshire and East Anglia, northeast of London, and a large group also came from Devon, Somerset, and Dorset in the southwest of England. These areas provided the bulk of the migration, although colonists also came from other regions of England. The pattern of migration often centered around specific Nonconformist clergy who sought to leave England under threat from Archbishop Laud, who encouraged their flock to accompany them. One characteristic unique to the New England colonies (as distinguished from some of the other English colonies) was that most of the immigrants were emigrating for religious and political reasons, rather than economic ones.
The preponderance of the immigrants were well-to-do gentry and skilled craftsmen. They brought with them apprentices and servants, the latter of whom were sometimes in indentured servitude. Few titled nobility emigrated, even though some supported the emigration politically and financially and also acquired land holdings in Massachusetts and other colonies. Merchants also represented a significant proportion of the immigrants, often the children of the gentry, and they played an important role in establishing the economy of the colony.
With the start of the English Civil War in 1642, emigration came to a comparative standstill, and some colonists even returned to England to fight for the Parliamentary cause. In the following years, most of the immigrants came for economic reasons; they were merchants, seamen, and skilled craftsmen. Following the revocation of the Edict of Nantes in 1685, the colony also saw an influx of French Protestant Huguenots. During the period of the charter colony, small numbers of Scots immigrated, but these were assimilated into the colony. The population of Massachusetts remained largely English in character until the 1840s.
Slavery existed but was not widespread within the colony. Some Indians captured in the Pequot War were enslaved, with those posing the greatest threat being transported to the West Indies and exchanged for goods and slaves. Governor John Winthrop owned a few Indian slaves, and Governor Simon Bradstreet owned two black slaves. The Body of Liberties enacted in 1641 included rules governing the treatment and handling of slaves. Bradstreet reported in 1680 that the colony had 100 to 120 slaves, but historian Hugh Thomas documents evidence suggesting that there may have been a somewhat larger number."
Geography -> Boundaries,"The colonial charter specified that the boundaries were to be from three miles (4.8 km) north of the Merrimack River to three miles south of the southernmost point of the Charles River and thence westward to the ""South Sea"" (i.e., the Pacific Ocean). At the time, the course of neither of the rivers was known for any significant length, which eventually led to boundary disputes with the colony's neighbors. The colony's claims were large, but the practicalities of the time meant that they never actually controlled any land further west than the Connecticut River valley. The colony also claimed additional lands by conquest and purchase, further extending the territory that it administered.
The southeastern boundary with the Plymouth Colony was first surveyed in 1639 and accepted by both colonies in 1640. It is known in Massachusetts as the ""Old Colony Line"", and is still visible as the boundary between Norfolk County to the north and Bristol and Plymouth Counties to the south.
The northern boundary was originally thought to be roughly parallel to the latitude of the mouth of the Merrimack River, since the river was assumed to flow primarily west. This was found not to be the case and, in 1652, Governor Endicott sent a survey party to locate the northernmost point on the Merrimack. At the point where the Pemigewasset River, the Merrimack's principal tributary, meets the Winnipesaukee River local Indians guided the party to the outlet of Lake Winnipesaukee, incorrectly claiming that as the Merrimack's source. The survey party carved lettering into a rock there (now called Endicott Rock), and its latitude was taken to be the colony's northern boundary. When extended eastward, this line was found to meet the Atlantic near Casco Bay in present-day Maine.
Following this discovery, the colonial magistrates began proceedings to bring existing settlements under their authority in southern New Hampshire and Maine. This extension of the colonial claim conflicted with several proprietary grants owned by the heirs of John Mason and Sir Ferdinando Gorges. The Mason heirs pursued their claims in England, and the result was the formation of the Province of New Hampshire in 1679. The current boundary between Massachusetts and New Hampshire was not fixed until 1741. In 1678, the colony purchased the claims of the Gorges heirs, gaining control over the territory between the Piscataqua and Kennebec Rivers. The colony and later the province and state retained control of Maine until it was granted statehood in 1820.
The colony performed a survey in 1642 to determine its southern boundary west to the Connecticut River. This line, south of the present boundary, was protested by Connecticut, but stood until the 1690s, when Connecticut performed its own survey. Most of today's Massachusetts boundaries with its neighbors were fixed in the 18th century. The most significant exception was the eastern boundary with Rhode Island, which required extensive litigation, including Supreme Court rulings, before it was finally resolved in 1862.
Lands which had previously belonged to the Pequots to the southwest were divided after the Pequot War in present-day Rhode Island and eastern Connecticut. Claims were disputed in this area for many years, particularly between Connecticut and Rhode Island. Massachusetts administered Block Island and the area around present-day Stonington, Connecticut, as part of these spoils of war, and was one of several claimants to land in what was known as Narragansett Country (roughly Washington County, Rhode Island). Massachusetts lost these territories in the 1660s, when Connecticut and Rhode Island received their royal charters."
Geography -> Timeline of settlement,
Notable people,"John Oliver (c. 1616, died 1646), Puritan minister"
Etymology,"The Massachusetts Bay Colony was named after the Indigenous population, the Massachusett or Muhsachuweesut, whose name likely derived from a Wôpanâak word muswachasut, segmented as mus(ây) ""big"" + wach ""mountain"" + -s ""diminutive"" + -ut ""locative"". This word has been translated as ""near the great hill"", ""by the blue hills"", ""at the little big hill"", or ""at the range of hills"", in reference to the Blue Hills—namely, the Great Blue Hill, located on the boundary of Milton and Canton. Massachusett has also been represented as Moswetuset. This comes from the name of the Moswetuset Hummock (meaning ""hill shaped like an arrowhead"") in Quincy, where Plymouth Colony commander Myles Standish (a hired English military officer) and Squanto (a member of the Patuxet band of the Wamponoag people, who have since died off due to contagious diseases brought by colonists) met Chief Chickatawbut in 1621.
Although the designation ""Commonwealth"" forms part of the state's official name, it has no practical implications in modern times, and Massachusetts has the same position and powers within the United States as other states. John Adams may have chosen the word in 1779 for the second draft of what became the 1780 Massachusetts Constitution; unlike the word ""state"", the word ""commonwealth"" had the connotation of a republic at the time. This was in contrast to the monarchy the former colonies were fighting against during the American Revolutionary War. The name ""State of Massachusetts Bay"" appeared in the first draft, which was ultimately rejected. It was also chosen to include the ""Cape Islands"" in reference to Martha's Vineyard and Nantucket—from 1780 to 1844, they were seen as additional and separate entities confined within the Commonwealth."
History -> Pre-colonization,"Massachusetts was originally inhabited by tribes of the Algonquian language family, including Wampanoag, Narragansett, Nipmuc, Pocomtuc, Mahican, and Massachusett. While cultivation of crops like squash and corn were an important part of their diet, the people of these tribes hunted, fished, and searched the forest for most of their food. Villagers lived in lodges called wigwams as well as longhouses. Tribes were led by male or female elders known as sachems."
History -> Colonial period,"In the early 1600s, European colonists caused virgin soil epidemics such as smallpox, measles, influenza, and perhaps leptospirosis in what is now known as the northeastern region of the United States. Between 1617 and 1619, a disease that was most likely smallpox killed approximately 90% of the Massachusetts Bay Native Americans.
The first English colonists in Massachusetts Bay Colony landed with Richard Vines and spent the winter in Biddeford Pool near Cape Porpoise (after 1820 the State of Maine) in 1616. The Puritans, arrived at Plymouth in 1620. This was the second permanent English colony in the part of North America that later became the United States, after the Jamestown Colony. The ""First Thanksgiving"" was celebrated by the Puritans after their first harvest in the ""New World"" and lasted for three days. They were soon followed by other Puritans, who colonized the Massachusetts Bay Colony—now known as Boston—in 1630.
The Puritans believed the Church of England needed to be further reformed along Protestant Calvinist lines, and experienced harassment due to the religious policies of King Charles I and high-ranking churchmen such as William Laud, who would become Charles's Archbishop of Canterbury, whom they feared were re-introducing ""Romish"" elements to the national church. They decided to colonize to Massachusetts, intending to establish what they considered an ""ideal"" religious society. The Massachusetts Bay Colony was colonized under a royal charter, unlike the Plymouth colony, in 1629. Both religious dissent and expansionism resulted in several new colonies being founded, shortly after Plymouth and Massachusetts Bay, elsewhere in New England. The Massachusetts Bay banished dissenters such as Anne Hutchinson and Roger Williams due to religious and political conflict. In 1636, Williams colonized what is now known as Rhode Island, and Hutchinson joined him there several years later. Religious intolerance continued, and among those who objected to this later that century were the English Quaker preachers Alice and Thomas Curwen, who were publicly flogged and imprisoned in Boston in 1676.
By 1641, Massachusetts had expanded inland significantly. The Commonwealth acquired the Connecticut River Valley settlement of Springfield, which had recently disputed with—and defected from—its original administrators, the Connecticut Colony. This established Massachusetts's southern border in the west. However, this became disputed territory until 1803–04 due to surveying problems, leading to the modern Southwick Jog.

In 1652 the Massachusetts General Court authorized Boston silversmith John Hull to produce local coinage in shilling, sixpence and threepence denominations to address a coin shortage in the colony. Before that point, the colony's economy had been entirely dependent on barter and foreign currency, including English, Spanish, Dutch, Portuguese and counterfeit coins. In 1661, shortly after the restoration of the British monarchy, the British government considered the Boston mint to be treasonous. However, the colony ignored the English demands to cease operations until at least 1682, when Hull's contract as mintmaster expired, and the colony did not move to renew his contract or appoint a new mintmaster. The coinage was a contributing factor to the revocation of the Massachusetts Bay Colony charter in 1684.
In 1691, the colonies of Massachusetts Bay and Plymouth were united (along with present-day Maine, which had previously been divided between Massachusetts and New York) into the Province of Massachusetts Bay. Shortly after, the new province's first governor, William Phips, arrived. The Salem witch trials also took place, where a number of men and women were hanged for alleged witchcraft.
The most destructive earthquake known to date in New England occurred on November 18, 1755, causing considerable damage across Massachusetts."
History -> The Revolutionary War,"Massachusetts was a center of the movement for independence from Great Britain. Colonists in Massachusetts had long had uneasy relations with the British monarchy, including open rebellion under the Dominion of New England in the 1680s. Protests against British attempts to tax the colonies after the French and Indian War ended in 1763 led to the Boston Massacre in 1770, and the 1773 Boston Tea Party escalated tensions. In 1774, the Intolerable Acts targeted Massachusetts with punishments for the Boston Tea Party and further decreased local autonomy, increasing local dissent. Anti-Parliamentary activity by men such as Samuel Adams and John Hancock, followed by reprisals by the British government, were a primary reason for the unity of the Thirteen Colonies and the outbreak of the American Revolution in 1775.

The Battles of Lexington and Concord, fought in Massachusetts in 1775, initiated the American Revolutionary War. George Washington, later the first president of the future country, took over what would become the Continental Army after the battle. His first victory was the siege of Boston in the winter of 1775–76, after which the British were forced to evacuate the city. The event is still celebrated in Suffolk County only every March 17 as Evacuation Day.
On the coast, Salem became a center for privateering. Although the documentation is incomplete, about 1,700 letters of marque, issued on a per-voyage basis, were granted during the American Revolution. Nearly 800 vessels were commissioned as privateers, which were credited with capturing or destroying about 600 British ships."
History -> Federal period,"Bostonian John Adams, known as the ""Atlas of Independence"", was highly involved in both separation from Britain and the Constitution of Massachusetts, which effectively (the Elizabeth Freeman and Quock Walker cases as interpreted by William Cushing) made Massachusetts the first state to abolish slavery. David McCullough points out that an equally important feature was its placing for the first time the courts as a co-equal branch separate from the executive. (The Constitution of Vermont, adopted in 1777, represented the first partial ban on slavery among the states. Vermont became a state in 1791 but did not fully ban slavery until 1858 with the Vermont Personal Liberty Law. The Pennsylvania Gradual Abolition Act of 1780 made Pennsylvania the first state to abolish slavery by statute - the second English colony to do so; the first having been the Colony of Georgia in 1735.) Later, Adams was active in early American foreign affairs and succeeded Washington as the second president of the United States. His son, John Quincy Adams, also from Massachusetts, would go on to become the nation's sixth president.
From 1786 to 1787, an armed uprising led by Revolutionary War veteran Daniel Shays, now known as Shays' Rebellion, wrought havoc throughout Massachusetts and ultimately attempted to seize the federal Springfield Armory. The rebellion was one of the major factors in the decision to draft a stronger national constitution to replace the Articles of Confederation. On February 6, 1788, Massachusetts became the sixth state to ratify the United States Constitution."
History -> 19th century,"In 1820, Maine separated from Massachusetts and entered the Union as the 23rd state due to the ratification of the Missouri Compromise.

During the 19th century, Massachusetts became a national leader in the American Industrial Revolution, with factories around cities such as Lowell and Boston producing textiles and shoes, and factories around Springfield producing tools, paper, and textiles. The state's economy transformed from one based primarily on agriculture to an industrial one, initially making use of water-power and later the steam engine to power factories. Canals and railroads were being used in the state for transporting raw materials and finished goods. At first, the new industries drew labor from Yankees on nearby subsistence farms, though they later relied upon immigrant labor from Europe and Canada.
Although Massachusetts was the first slave-holding colony with slavery dating back to the early 1600s, the state became a center of progressivist and abolitionist (anti-slavery) activity in the years leading up to the American Civil War. Horace Mann made the state's school system a national model. Henry David Thoreau and Ralph Waldo Emerson, both philosophers and writers from the state, also made major contributions to American philosophy. Furthermore, members of the transcendentalist movement within the state emphasized the importance of the natural world and emotion to humanity.
Although significant opposition to abolitionism existed early on in Massachusetts, resulting in anti-abolitionist riots between 1835 and 1837, abolitionist views there gradually increased throughout the next few decades. Abolitionists John Brown and Sojourner Truth lived in Springfield and Northampton, respectively, while Frederick Douglass lived in Boston and Susan B. Anthony in Adams. The works of such abolitionists contributed to Massachusetts's actions during the Civil War. Massachusetts was the first state to recruit, train, and arm a Black regiment with White officers, the 54th Massachusetts Infantry Regiment. In 1852, Massachusetts became the first state to pass compulsory education laws."
History -> 20th century -> Notable 20th century politicians,"The Kennedy family was prominent in 20th-century Massachusetts politics. The children of businessman and ambassador Joseph P. Kennedy Sr. included John F. Kennedy, who was a senator and U.S. president before his assassination in 1963; Ted Kennedy, a senator from 1962 until his death in 2009; and Eunice Kennedy Shriver, a co-founder of the Special Olympics. In 1966, Massachusetts became the first state to directly elect an African American to the U.S. senate with Edward Brooke. George H. W. Bush, 41st President of the United States (1989–1993) was born in Milton in 1924.
Other notable Massachusetts politicians on the national level included Joseph W. Martin Jr., Speaker of the House (from 1947 to 1949 and then again from 1953 to 1955) and leader of House Republicans from 1939 until 1959 (where he was the only Republican to serve as Speaker between 1931 and 1995), John W. McCormack, Speaker of the House in the 1960s, and Tip O'Neill, whose service as Speaker of the House from 1977 to 1987 was the longest continuous tenure in United States history."
History -> 21st century,"On May 17, 2004, Massachusetts became the first state in the U.S. to legalize same-sex marriage. This followed the Massachusetts Supreme Judicial Court's decision in Goodridge v. Department of Public Health in November 2003, which determined that the exclusion of same-sex couples from the right to a civil marriage was unconstitutional.
In 2004, Massachusetts senator John Kerry, who won the Democratic nomination for President of the United States, lost to incumbent George W. Bush. Eight years later, former Massachusetts governor Mitt Romney (the Republican nominee) lost to incumbent Barack Obama in 2012. Another eight years later, Massachusetts senator Elizabeth Warren became a frontrunner in the Democratic primaries for the 2020 presidential election. However, she later suspended her campaign and endorsed presumptive nominee Joe Biden.

Two pressure cooker bombs exploded near the finish line of the Boston Marathon on April 15, 2013, at around 2:49 pm local time (EDT). The explosions killed three people and injured an estimated 264 others. The Federal Bureau of Investigation (FBI) later identified the suspects as brothers Dzhokhar Tsarnaev and Tamerlan Tsarnaev. The ensuing manhunt ended on April 19 when thousands of law enforcement officers searched a 20-block area of nearby Watertown. Dzhokhar later said he was motivated by extremist Islamic beliefs and learned to build explosive devices from Inspire, the online magazine of al-Qaeda in the Arabian Peninsula.
On November 8, 2016, Massachusetts voted in favor of the Massachusetts Marijuana Legalization Initiative, also known as Question 4."
Geography -> Ecology,"The primary biome of inland Massachusetts is temperate deciduous forest.
Although much of Massachusetts had been cleared for agriculture, leaving only traces of old-growth forest in isolated pockets, secondary growth has regenerated in many rural areas as farms have been abandoned. Forests cover around 62% of Massachusetts. The areas most affected by human development include the Greater Boston area in the east and the Springfield metropolitan area in the west, although the latter includes agricultural areas throughout the Connecticut River Valley. There are 219 endangered species in Massachusetts.
A number of species are doing well in the increasingly urbanized Massachusetts. Peregrine falcons utilize office towers in larger cities as nesting areas, and the population of coyotes, whose diet may include garbage and roadkill, has been increasing in recent decades. White-tailed deer, raccoons, wild turkeys, and eastern gray squirrels are also found throughout Massachusetts. In more rural areas in the western part of Massachusetts, larger mammals such as moose and black bears have returned, largely due to reforestation following the regional decline in agriculture.
Massachusetts is located along the Atlantic Flyway, a major route for migratory waterfowl along the eastern coast. Lakes in central Massachusetts provide habitat for many species of fish and waterfowl, but some species such as the common loon are becoming rare. A significant population of long-tailed ducks winter off Nantucket. Small offshore islands and beaches are home to roseate terns and are important breeding areas for the locally threatened piping plover. Protected areas such as the Monomoy National Wildlife Refuge provide critical breeding habitat for shorebirds and a variety of marine wildlife including a large population of grey seals. Since 2009, there has been a significant increase in the number of Great white sharks spotted and tagged in the coastal waters off of Cape Cod.
Freshwater fish species in Massachusetts include bass, carp, catfish, and trout, while saltwater species such as Atlantic cod, haddock, and American lobster populate offshore waters. Other marine species include Harbor seals, the endangered North Atlantic right whales, as well as humpback whales, fin whales, minke whales, and Atlantic white-sided dolphins.
The European corn borer, a significant agricultural pest, was first found in North America near Boston, Massachusetts in 1917."
Geography -> Climate,"Most of Massachusetts has a humid continental climate, with cold winters and warm summers. Far southeast coastal areas are the broad transition zone to Humid Subtropical climates. The warm to hot summers render the oceanic climate rare in this transition, only applying to exposed coastal areas such as on the peninsula of Barnstable County. The climate of Boston is quite representative for the commonwealth, characterized by summer highs of around 81 °F (27 °C) and winter highs of 35 °F (2 °C), and is quite wet. Frosts are frequent all winter, even in coastal areas due to prevailing inland winds. Boston has a relatively sunny climate for a coastal city at its latitude, averaging over 2,600 hours of sunshine a year."
Environmental issues -> Climate change,"Climate change in Massachusetts will affect both urban and rural environments, including forestry, fisheries, agriculture, and coastal development. The Northeast is projected to warm faster than global average temperatures; by 2035, according to the U. S. Global Change Research Program, the Northeast is ""projected to be more than 3.6°F (2°C) warmer on average than during the preindustrial era"". As of August 2016, the EPA reports that Massachusetts has warmed by over two degrees Fahrenheit, or 1.1 degrees Celsius.
Shifting temperatures also result in the shifting of rainfall patterns and the intensification of precipitation events. To that end, average precipitation in the Northeast United States has risen by ten percent from 1895 to 2011, and the number of heavy precipitation events has increased by seventy percent during that time. These increased precipitation patterns are focused in the winter and spring. Increasing temperatures coupled with increasing precipitation will result in earlier snow melts and subsequent drier soil in the summer months.
The shifting climate in Massachusetts will result in a significant change to the state's built environment and ecosystems. In Boston alone, costs of climate change-related storms will result in $5 to $100 billion in damage.
Warmer temperatures will also disrupt bird migration and flora blooming. With these changes, deer populations are expected to increase, resulting in a decrease in underbrush which smaller fauna use as camouflage. Additionally, rising temperatures will increase the number of reported Lyme disease cases in the state. Ticks can transmit the disease once temperatures reach 45 degrees, so shorter winters will increase the window of transmission. These warmer temperatures will also increase the prevalence of Asian tiger mosquitoes, which often carry the West Nile virus.
To fight this change, the Massachusetts Executive Office of Energy and Environmental Affairs has outlined a path to decarbonize the state's economy. On April 22, 2020, Kathleen A. Theoharides, the state's Secretary of Energy and Environmental Affairs, released a Determination of Statewide Emissions limits for 2050. In her letter, Theoharides stresses that as of 2020, the Commonwealth has experienced property damage attributable to climate change of more than $60 billion. To ensure that the Commonwealth experiences warming no more than 1.5 °C of pre-industrialization levels, the state will work towards two goals by 2050: to achieve net-zero emissions, and to reduce greenhouse gas emissions by 85 percent overall."
