UserID,Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video ID,Video Category,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Watch Time,Self Control,Addiction Level,CurrentActivity,ConnectionType
126,39,Female,India,50933,TRUE,FALSE,driver,Rural,TikTok,194,13,105,Gaming,23,2311,9,26,47,41,Evening,6,4,Entertainment,Tablet,Android,2:00 PM,8,2,At school,Mobile Data
127,44,Female,Barzil,25774,FALSE,TRUE,Cashier,Rural,Facebook,149,19,7434,Pranks,13,789,6,10,32,44,Night,3,7,Habit,Computer,iOS,9:00 PM,5,5,At school,Mobile Data
128,52,Male,Mexico,92055,TRUE,FALSE,Labor/Worker,Rural,Facebook,115,1,7690,Pranks,8,171,3,17,10,4,Night,3,7,Boredom,Smartphone,Android,9:00 PM,5,5,At school,Wi-Fi
129,18,Other,Philippines,30983,FALSE,TRUE,Waiting staff,Rural,Facebook,142,11,3568,Vlogs,17,7989,4,21,27,77,Afternoon,5,5,Entertainment,Smartphone,Android,5:00 PM,7,3,At school,Wi-Fi
130,52,Female,Indonesia,38133,FALSE,FALSE,Students,Urban,TikTok,117,1,4349,Jokes/Memes,22,1885,5,14,49,68,Evening,6,4,Habit,Tablet,MacOS,2:00 PM,8,2,At home,Wi-Fi
131,54,Male,United States,34939,FALSE,TRUE,driver,Urban,Facebook,187,8,4391,Vlogs,23,8667,1,2,1,7,Evening,6,4,Habit,Smartphone,Android,2:00 PM,8,2,At home,Mobile Data
132,64,Male,Indonesia,20781,FALSE,FALSE,Artist,Rural,Instagram,155,5,6812,Life Hacks,14,1049,5,16,39,46,Night,3,7,Procrastination,Smartphone,Android,9:00 PM,5,5,At home,Mobile Data
133,31,Female,India,76700,TRUE,TRUE,Waiting staff,Rural,Instagram,83,17,1182,ASMR,27,4129,1,13,29,9,Night,3,7,Entertainment,Tablet,Android,9:00 PM,5,5,Commuting,Mobile Data
134,20,Male,India,47624,FALSE,FALSE,Students,Rural,Instagram,117,8,4645,Vlogs,21,1161,9,27,45,87,Afternoon,5,5,Entertainment,Smartphone,Android,5:00 PM,7,3,At school,Mobile Data
135,18,Female,Barzil,26823,FALSE,TRUE,driver,Rural,Instagram,131,10,5874,Entertainment,21,815,7,9,3,33,Afternoon,5,5,Procrastination,Smartphone,Windows,5:00 PM,7,3,At home,Mobile Data
136,22,Female,Barzil,38489,FALSE,FALSE,Manager,Rural,YouTube,26,2,4395,Life Hacks,7,3766,3,7,47,33,Evening,6,4,Entertainment,Computer,iOS,2:00 PM,8,2,At home,Mobile Data
137,43,Female,Pakistan,59961,TRUE,TRUE,Cashier,Rural,Instagram,205,9,3535,Trends,27,8945,9,16,37,84,Night,3,7,Boredom,Smartphone,Android,9:00 PM,5,5,At home,Mobile Data
138,31,Female,Germany,49118,FALSE,FALSE,Labor/Worker,Rural,Facebook,261,3,5845,Entertainment,15,4661,2,10,31,4,Night,3,7,Entertainment,Tablet,Android,9:00 PM,5,5,At work,Mobile Data
139,56,Male,Pakistan,42263,FALSE,TRUE,Students,Rural,TikTok,128,18,5940,Life Hacks,16,8653,7,24,11,65,Morning,8,2,Boredom,Tablet,Android,8:00 AM,10,0,Commuting,Mobile Data
140,44,Male,India,33565,FALSE,FALSE,Students,Rural,Facebook,171,7,6476,Life Hacks,19,3239,9,22,22,34,Afternoon,5,5,Procrastination,Computer,Windows,5:00 PM,7,3,At school,Wi-Fi
141,26,Female,India,40354,FALSE,TRUE,Students,Rural,Instagram,207,15,1775,Jokes/Memes,6,8272,6,9,18,91,Afternoon,5,5,Habit,Tablet,iOS,5:00 PM,7,3,At work,Mobile Data
142,32,Male,India,62951,TRUE,TRUE,Engineer,Urban,YouTube,54,18,8284,Gaming,23,2804,5,22,35,85,Evening,6,4,Procrastination,Smartphone,Android,2:00 PM,8,2,At home,Mobile Data
143,32,Female,Pakistan,43648,FALSE,TRUE,Engineer,Rural,Instagram,188,3,447,Life Hacks,1,8031,7,23,6,88,Evening,6,4,Habit,Smartphone,Android,2:00 PM,8,2,At school,Mobile Data
144,43,Female,Mexico,70729,TRUE,TRUE,Engineer,Urban,TikTok,53,14,109,Pranks,12,869,6,7,3,79,Night,3,7,Entertainment,Smartphone,Android,9:00 PM,5,5,Commuting,Mobile Data
145,59,Male,Mexico,61971,TRUE,FALSE,Waiting staff,Rural,Facebook,280,2,3240,Life Hacks,18,5526,5,16,5,99,Morning,8,2,Entertainment,Smartphone,Android,8:00 AM,10,0,At work,Mobile Data
146,30,Other,India,38658,FALSE,TRUE,Engineer,Rural,TikTok,87,14,5932,Life Hacks,16,7741,2,9,9,64,Evening,6,4,Habit,Tablet,iOS,2:00 PM,8,2,Commuting,Mobile Data
147,49,Male,Vietnam,41253,FALSE,FALSE,Waiting staff,Rural,TikTok,187,11,4054,Life Hacks,12,4694,8,27,28,25,Night,3,7,Procrastination,Smartphone,iOS,9:00 PM,5,5,At work,Mobile Data
148,56,Male,Germany,84166,TRUE,FALSE,Labor/Worker,Urban,TikTok,12,16,4538,Jokes/Memes,20,8998,7,24,19,55,Morning,8,2,Procrastination,Smartphone,Android,8:00 AM,10,0,At home,Wi-Fi
149,49,Other,Mexico,68563,TRUE,FALSE,Engineer,Rural,Facebook,223,8,6362,Vlogs,13,1934,6,29,28,9,Evening,6,4,Boredom,Smartphone,iOS,2:00 PM,8,2,At home,Wi-Fi
150,21,Male,Japan,46390,FALSE,FALSE,Cashier,Rural,Instagram,83,7,1246,Trends,8,5172,5,17,27,17,Evening,6,4,Habit,Smartphone,iOS,2:00 PM,8,2,At school,Mobile Data
151,47,Other,United States,71578,TRUE,FALSE,Artist,Urban,TikTok,60,11,2721,Entertainment,27,703,5,20,13,21,Afternoon,5,5,Habit,Smartphone,Android,5:00 PM,7,3,At home,Mobile Data
152,54,Male,India,99025,TRUE,TRUE,driver,Rural,Facebook,76,3,8470,Gaming,29,2523,9,7,38,60,Night,3,7,Habit,Tablet,Android,9:00 PM,5,5,At home,Mobile Data
153,40,Male,India,52658,TRUE,FALSE,Students,Rural,YouTube,102,17,7742,Life Hacks,26,2639,1,11,43,13,Evening,6,4,Entertainment,Smartphone,Windows,2:00 PM,8,2,At home,Mobile Data
154,56,Other,India,26852,FALSE,FALSE,Waiting staff,Urban,Facebook,185,14,5106,Trends,22,6159,9,8,21,3,Afternoon,5,5,Habit,Smartphone,iOS,5:00 PM,7,3,At home,Mobile Data
155,62,Male,United States,22551,FALSE,TRUE,Students,Urban,YouTube,154,6,2923,Entertainment,1,3909,6,7,27,68,Night,3,7,Boredom,Smartphone,Android,9:00 PM,5,5,At school,Mobile Data
156,32,Male,United States,91947,TRUE,TRUE,Students,Urban,Facebook,16,8,2514,Vlogs,26,1164,4,28,46,4,Afternoon,5,5,Boredom,Smartphone,MacOS,5:00 PM,7,3,At home,Mobile Data
157,60,Female,Japan,81001,TRUE,TRUE,Students,Rural,Instagram,278,5,9031,Pranks,21,619,7,19,6,92,Night,3,7,Boredom,Smartphone,MacOS,9:00 PM,5,5,At work,Wi-Fi
158,46,Other,Pakistan,69159,TRUE,FALSE,driver,Rural,TikTok,13,8,2802,Pranks,7,7982,9,20,38,7,Night,3,7,Boredom,Tablet,Android,9:00 PM,5,5,At school,Mobile Data
159,53,Female,Vietnam,71707,TRUE,FALSE,Manager,Rural,Instagram,147,2,6982,Jokes/Memes,15,3066,5,12,49,26,Evening,6,4,Procrastination,Computer,iOS,2:00 PM,8,2,At school,Mobile Data
160,30,Other,India,53243,TRUE,FALSE,Students,Rural,Facebook,240,15,8222,Jokes/Memes,29,4872,5,7,11,75,Evening,6,4,Entertainment,Smartphone,Android,2:00 PM,8,2,Commuting,Mobile Data
161,49,Male,India,41800,FALSE,TRUE,Waiting staff,Rural,TikTok,97,12,6503,Life Hacks,22,8638,8,8,47,24,Afternoon,5,5,Entertainment,Tablet,Android,5:00 PM,7,3,At work,Wi-Fi
162,24,Male,Indonesia,95939,TRUE,FALSE,Labor/Worker,Urban,YouTube,26,17,6039,Trends,13,2337,7,7,41,10,Afternoon,5,5,Habit,Smartphone,iOS,5:00 PM,7,3,At home,Wi-Fi
163,39,Other,Japan,77828,TRUE,FALSE,Students,Rural,Facebook,61,1,6230,Gaming,13,8400,8,6,17,13,Night,3,7,Boredom,Smartphone,Windows,9:00 PM,5,5,At work,Mobile Data
164,45,Male,India,27239,FALSE,FALSE,Manager,Rural,TikTok,143,15,9450,Entertainment,28,5594,2,25,39,44,Evening,6,4,Entertainment,Smartphone,Windows,2:00 PM,8,2,At home,Mobile Data
165,19,Male,Japan,26710,FALSE,FALSE,Cashier,Urban,YouTube,220,14,365,Jokes/Memes,9,2460,9,9,7,39,Evening,6,4,Boredom,Smartphone,MacOS,2:00 PM,8,2,Commuting,Mobile Data
166,59,Male,Japan,41384,FALSE,TRUE,Engineer,Urban,YouTube,228,16,1801,Entertainment,24,6820,3,27,30,19,Afternoon,5,5,Entertainment,Smartphone,Android,5:00 PM,7,3,At work,Mobile Data
167,62,Male,Philippines,41038,FALSE,FALSE,Labor/Worker,Rural,Instagram,214,9,5959,Gaming,15,5546,6,13,21,51,Evening,6,4,Habit,Computer,Windows,2:00 PM,8,2,At school,Mobile Data
168,23,Male,Japan,60846,TRUE,TRUE,Students,Urban,Facebook,220,1,9097,Gaming,4,3442,6,7,1,19,Evening,6,4,Entertainment,Tablet,iOS,2:00 PM,8,2,At school,Wi-Fi
169,45,Female,United States,87821,TRUE,FALSE,Waiting staff,Rural,YouTube,286,17,7437,Trends,13,2711,2,8,25,76,Afternoon,5,5,Habit,Smartphone,MacOS,5:00 PM,7,3,At work,Mobile Data
170,45,Female,Philippines,57991,TRUE,TRUE,Labor/Worker,Rural,TikTok,33,13,4794,Trends,27,1291,7,22,32,52,Afternoon,5,5,Entertainment,Smartphone,Windows,5:00 PM,7,3,At home,Mobile Data
171,61,Male,Japan,99057,TRUE,FALSE,driver,Rural,YouTube,13,5,8161,Life Hacks,12,5374,9,17,8,86,Afternoon,5,5,Habit,Smartphone,iOS,5:00 PM,7,3,At school,Wi-Fi
172,61,Male,Germany,26971,FALSE,TRUE,Students,Rural,YouTube,161,10,180,Jokes/Memes,5,9592,1,17,5,47,Night,3,7,Entertainment,Tablet,Android,9:00 PM,5,5,At work,Mobile Data
173,37,Female,United States,49139,FALSE,FALSE,Cashier,Rural,Instagram,268,6,3874,Entertainment,7,2655,8,16,30,30,Night,3,7,Habit,Smartphone,Android,9:00 PM,5,5,At work,Mobile Data
174,47,Male,India,97067,TRUE,TRUE,Cashier,Rural,Instagram,177,19,3961,Gaming,8,6513,2,22,8,46,Evening,6,4,Entertainment,Tablet,Android,2:00 PM,8,2,At home,Mobile Data
175,28,Male,Philippines,57711,TRUE,FALSE,Students,Urban,TikTok,185,13,1187,ASMR,5,7394,1,2,49,76,Night,3,7,Entertainment,Smartphone,MacOS,9:00 PM,5,5,Commuting,Wi-Fi
176,45,Female,Indonesia,26530,FALSE,TRUE,Teacher,Urban,Instagram,65,1,774,Life Hacks,9,704,8,8,19,93,Evening,6,4,Habit,Smartphone,Android,2:00 PM,8,2,At work,Mobile Data
177,42,Male,United States,31116,FALSE,FALSE,Waiting staff,Rural,YouTube,117,15,4461,ASMR,14,825,2,17,44,21,Morning,8,2,Boredom,Smartphone,Android,8:00 AM,10,0,At home,Wi-Fi
178,56,Female,Indonesia,85794,TRUE,TRUE,Labor/Worker,Rural,YouTube,150,14,353,Trends,26,9196,6,13,30,75,Evening,6,4,Boredom,Tablet,MacOS,2:00 PM,8,2,At school,Mobile Data
179,50,Male,India,20282,FALSE,FALSE,driver,Urban,Instagram,164,8,6944,Trends,12,376,6,18,15,48,Afternoon,5,5,Habit,Smartphone,Android,5:00 PM,7,3,At work,Mobile Data
180,18,Other,Indonesia,99473,TRUE,TRUE,Waiting staff,Urban,YouTube,271,10,5203,Vlogs,4,972,5,24,36,62,Afternoon,5,5,Entertainment,Smartphone,iOS,5:00 PM,7,3,At home,Mobile Data
181,44,Female,India,21898,FALSE,FALSE,Engineer,Rural,YouTube,282,9,5345,Life Hacks,20,4213,8,28,44,58,Evening,6,4,Procrastination,Computer,iOS,2:00 PM,8,2,At school,Mobile Data
182,30,Female,India,24135,FALSE,TRUE,driver,Rural,TikTok,241,17,4508,Life Hacks,29,443,3,22,27,18,Evening,6,4,Procrastination,Tablet,Android,2:00 PM,8,2,At school,Mobile Data
183,58,Male,Philippines,26629,FALSE,FALSE,Labor/Worker,Rural,Instagram,250,9,4831,Jokes/Memes,8,7519,4,28,13,59,Evening,6,4,Habit,Smartphone,iOS,2:00 PM,8,2,At school,Wi-Fi
184,20,Female,Japan,85031,TRUE,TRUE,Cashier,Rural,YouTube,267,3,118,ASMR,17,754,7,10,14,91,Evening,6,4,Habit,Tablet,MacOS,2:00 PM,8,2,At school,Mobile Data
185,56,Male,Barzil,53380,TRUE,FALSE,Labor/Worker,Rural,Instagram,258,11,482,Pranks,8,4735,7,2,37,48,Night,3,7,Entertainment,Smartphone,MacOS,9:00 PM,5,5,At home,Wi-Fi
186,23,Male,India,37071,FALSE,TRUE,Labor/Worker,Urban,TikTok,86,12,4288,Jokes/Memes,21,5396,8,2,48,63,Evening,6,4,Entertainment,Smartphone,iOS,2:00 PM,8,2,At work,Mobile Data
187,25,Male,Philippines,40074,FALSE,FALSE,Artist,Rural,Instagram,189,10,6803,Entertainment,29,3465,2,27,30,12,Afternoon,5,5,Procrastination,Tablet,Android,5:00 PM,7,3,At home,Mobile Data
188,44,Male,Germany,87843,TRUE,TRUE,Waiting staff,Urban,YouTube,75,17,8299,Life Hacks,27,2711,2,14,39,87,Morning,8,2,Procrastination,Smartphone,Android,8:00 AM,10,0,At work,Mobile Data
189,26,Female,India,59901,TRUE,TRUE,driver,Rural,Instagram,180,17,4478,Entertainment,1,2407,4,16,47,34,Morning,8,2,Entertainment,Smartphone,Windows,8:00 AM,10,0,Commuting,Wi-Fi
190,54,Male,Mexico,31205,FALSE,TRUE,Teacher,Rural,YouTube,31,11,6534,Pranks,20,8814,9,7,13,61,Morning,8,2,Habit,Smartphone,Android,8:00 AM,10,0,At home,Mobile Data
191,50,Male,Indonesia,75661,TRUE,TRUE,Engineer,Rural,YouTube,116,4,244,Entertainment,2,5588,9,21,16,87,Evening,6,4,Boredom,Smartphone,Android,2:00 PM,8,2,At work,Wi-Fi
192,59,Other,Barzil,25906,FALSE,FALSE,driver,Rural,YouTube,236,7,7013,Life Hacks,4,6104,4,21,44,53,Evening,6,4,Entertainment,Smartphone,iOS,2:00 PM,8,2,At home,Wi-Fi
193,61,Male,Japan,22591,FALSE,TRUE,Waiting staff,Urban,TikTok,225,14,866,Jokes/Memes,24,5747,9,24,7,25,Evening,6,4,Habit,Smartphone,iOS,2:00 PM,8,2,At home,Wi-Fi
194,41,Female,United States,82987,TRUE,TRUE,Labor/Worker,Rural,Instagram,78,7,9754,Vlogs,21,1723,3,12,48,62,Afternoon,5,5,Entertainment,Smartphone,MacOS,5:00 PM,7,3,At home,Mobile Data
195,32,Other,India,83370,TRUE,TRUE,Teacher,Urban,TikTok,93,8,5330,Trends,1,7224,5,28,27,4,Evening,6,4,Habit,Tablet,Android,2:00 PM,8,2,At school,Wi-Fi
196,49,Male,Vietnam,74400,TRUE,FALSE,Waiting staff,Rural,Instagram,112,1,604,Life Hacks,7,1919,9,23,45,94,Evening,6,4,Habit,Tablet,Android,2:00 PM,8,2,At home,Mobile Data
197,49,Male,Pakistan,45150,FALSE,TRUE,Waiting staff,Rural,TikTok,48,4,5757,Jokes/Memes,1,918,6,28,35,94,Evening,6,4,Habit,Smartphone,Android,2:00 PM,8,2,At home,Mobile Data
198,41,Male,Barzil,51852,TRUE,FALSE,Manager,Urban,Facebook,22,12,4019,Gaming,9,4215,3,14,15,13,Night,3,7,Habit,Smartphone,MacOS,9:00 PM,5,5,At work,Wi-Fi
199,58,Male,United States,62870,TRUE,FALSE,Artist,Rural,YouTube,190,3,5193,Pranks,3,581,9,25,28,42,Morning,8,2,Boredom,Computer,Android,8:00 AM,10,0,At home,Wi-Fi
200,29,Male,India,72756,TRUE,FALSE,Students,Rural,YouTube,277,13,2016,Entertainment,12,3881,6,4,35,49,Evening,6,4,Boredom,Smartphone,Android,2:00 PM,8,2,Commuting,Mobile Data
201,56,Other,Vietnam,76481,TRUE,FALSE,Labor/Worker,Rural,TikTok,22,6,9851,Pranks,19,9878,4,26,7,78,Evening,6,4,Entertainment,Tablet,Android,2:00 PM,8,2,At school,Wi-Fi
202,19,Female,Philippines,21283,FALSE,FALSE,driver,Rural,Facebook,129,11,3381,Jokes/Memes,15,3909,4,4,46,56,Morning,8,2,Habit,Computer,MacOS,8:00 AM,10,0,At home,Mobile Data
203,20,Female,Japan,53691,TRUE,TRUE,Labor/Worker,Rural,YouTube,66,4,3771,Trends,22,1999,8,18,46,47,Evening,6,4,Habit,Smartphone,Windows,2:00 PM,8,2,At home,Mobile Data
204,54,Female,India,21125,FALSE,FALSE,Artist,Rural,Instagram,49,16,5830,Gaming,16,400,7,3,20,8,Night,3,7,Habit,Smartphone,Android,9:00 PM,5,5,At school,Wi-Fi
205,34,Male,India,87065,TRUE,FALSE,Students,Rural,TikTok,137,7,1614,Trends,10,3648,1,1,32,55,Night,3,7,Boredom,Computer,Android,9:00 PM,5,5,Commuting,Wi-Fi
206,19,Male,India,46170,FALSE,TRUE,Engineer,Urban,YouTube,182,11,1880,Gaming,22,5445,6,17,38,88,Evening,6,4,Boredom,Computer,Android,2:00 PM,8,2,At school,Mobile Data
207,19,Male,India,28438,FALSE,TRUE,Waiting staff,Rural,YouTube,44,1,5373,Life Hacks,29,2628,8,7,40,18,Night,3,7,Habit,Smartphone,Windows,8:30 PM,5,5,At school,Wi-Fi
208,45,Female,Vietnam,40095,FALSE,TRUE,Waiting staff,Rural,TikTok,268,7,4109,Comedy,27,1656,3,16,32,35,Evening,6,4,Habit,Smartphone,Android,3:45 PM,8,2,Commuting,Wi-Fi
209,40,Male,Indonesia,36154,FALSE,FALSE,driver,Rural,TikTok,14,12,9292,Entertainment,27,620,9,5,26,89,Night,3,7,Habit,Smartphone,Android,8:30 PM,5,5,At home,Mobile Data
210,54,Male,Pakistan,28004,FALSE,FALSE,driver,Rural,Instagram,227,7,9267,Entertainment,6,246,2,19,39,81,Evening,6,4,Procrastination,Computer,iOS,3:45 PM,8,2,At school,Wi-Fi
211,49,Female,Germany,29752,FALSE,FALSE,Students,Rural,Instagram,20,7,8979,Gaming,29,5212,6,7,20,32,Evening,6,4,Habit,Tablet,MacOS,3:45 PM,8,2,At home,Mobile Data
212,50,Other,India,75426,TRUE,TRUE,Manager,Rural,YouTube,126,10,149,Vlogs,17,3339,1,14,18,24,Afternoon,5,5,Habit,Smartphone,Android,6:05 PM,7,3,At work,Wi-Fi
213,18,Other,Mexico,46819,FALSE,FALSE,Waiting staff,Urban,YouTube,193,16,1755,Trends,21,6758,2,2,15,7,Evening,6,4,Boredom,Smartphone,Android,3:45 PM,8,2,At school,Mobile Data
214,36,Female,Pakistan,44217,FALSE,FALSE,Labor/Worker,Rural,TikTok,125,8,7379,Life Hacks,28,7086,5,3,22,13,Evening,6,4,Habit,Smartphone,iOS,3:45 PM,8,2,At work,Mobile Data
215,19,Male,India,52994,TRUE,FALSE,Students,Rural,YouTube,171,9,6682,Jokes/Memes,22,3010,1,17,22,91,Evening,6,4,Boredom,Smartphone,iOS,3:45 PM,8,2,At school,Mobile Data
216,61,Male,Japan,35036,FALSE,FALSE,Artist,Rural,YouTube,76,9,3757,Entertainment,24,4719,8,16,21,69,Night,3,7,Habit,Tablet,iOS,8:30 PM,5,5,At home,Mobile Data
217,43,Male,India,97275,TRUE,TRUE,Engineer,Rural,TikTok,209,2,9372,Gaming,29,2368,1,8,2,90,Evening,6,4,Entertainment,Computer,Android,3:45 PM,8,2,At home,Mobile Data
218,49,Male,United States,69416,TRUE,FALSE,Waiting staff,Urban,YouTube,40,13,9117,Life Hacks,17,1839,9,18,40,42,Morning,8,2,Procrastination,Smartphone,Android,9:15 AM,10,0,At home,Mobile Data
219,23,Other,Pakistan,29587,FALSE,TRUE,Manager,Rural,YouTube,84,13,5393,Comedy,21,2903,3,15,43,31,Night,3,7,Procrastination,Smartphone,Android,8:30 PM,5,5,Commuting,Mobile Data
220,49,Male,Mexico,20645,FALSE,FALSE,Manager,Rural,Facebook,246,4,9796,Pranks,19,6205,2,7,18,74,Night,3,7,Procrastination,Smartphone,iOS,8:30 PM,5,5,At home,Mobile Data
221,21,Male,India,50930,TRUE,TRUE,Students,Urban,Instagram,75,12,3053,Trends,18,4395,1,27,23,26,Night,3,7,Boredom,Smartphone,Android,8:30 PM,5,5,At school,Mobile Data
222,28,Male,Indonesia,50090,TRUE,FALSE,Students,Rural,TikTok,79,17,5693,Life Hacks,11,5767,9,9,13,86,Evening,6,4,Entertainment,Computer,MacOS,3:45 PM,8,2,At work,Wi-Fi
223,34,Other,Vietnam,72142,TRUE,TRUE,Waiting staff,Rural,Facebook,29,2,4219,Vlogs,24,3691,4,6,41,76,Afternoon,5,5,Entertainment,Tablet,iOS,6:05 PM,7,3,At school,Mobile Data
224,55,Other,United States,46475,FALSE,FALSE,Students,Rural,Instagram,235,13,4804,ASMR,7,7470,1,18,9,32,Evening,6,4,Habit,Tablet,iOS,3:45 PM,8,2,At school,Wi-Fi
225,41,Male,Philippines,38888,FALSE,TRUE,Labor/Worker,Rural,Instagram,208,18,2378,Life Hacks,10,3841,1,18,49,91,Evening,6,4,Boredom,Tablet,Windows,3:45 PM,8,2,At home,Mobile Data
226,22,Male,Pakistan,63732,TRUE,FALSE,Manager,Rural,Instagram,48,15,5087,Pranks,7,4348,7,25,7,97,Evening,6,4,Boredom,Smartphone,Android,3:45 PM,8,2,At work,Wi-Fi
227,51,Male,Japan,66305,TRUE,TRUE,Engineer,Rural,Facebook,154,8,3183,Entertainment,5,6621,2,26,41,52,Night,3,7,Habit,Computer,MacOS,8:30 PM,5,5,At work,Wi-Fi
228,23,Male,Vietnam,66037,TRUE,FALSE,Engineer,Rural,Facebook,54,15,3161,Trends,12,1392,7,24,1,20,Night,3,7,Habit,Smartphone,Android,8:30 PM,5,5,At school,Wi-Fi
229,39,Other,United States,29346,FALSE,TRUE,Manager,Rural,Instagram,100,1,6577,Gaming,16,6060,7,14,2,40,Evening,6,4,Habit,Tablet,Android,3:45 PM,8,2,At home,Mobile Data
230,28,Male,India,20587,FALSE,FALSE,Labor/Worker,Rural,YouTube,247,10,8904,Life Hacks,29,4255,9,14,4,59,Night,3,7,Entertainment,Computer,Android,8:30 PM,5,5,At home,Mobile Data
231,33,Female,United States,32763,FALSE,TRUE,Students,Rural,YouTube,79,12,2587,Pranks,25,4300,7,14,14,77,Night,3,7,Boredom,Tablet,MacOS,8:30 PM,5,5,At school,Mobile Data
232,50,Male,Vietnam,79165,TRUE,FALSE,Cashier,Rural,Facebook,175,5,2649,Life Hacks,21,3338,1,25,32,14,Night,3,7,Entertainment,Tablet,iOS,8:30 PM,5,5,At school,Mobile Data
233,26,Other,United States,89615,TRUE,TRUE,Students,Urban,Facebook,139,9,7314,Life Hacks,18,5487,8,4,36,44,Night,3,7,Boredom,Smartphone,Android,8:30 PM,5,5,At home,Wi-Fi
234,23,Male,Germany,56116,TRUE,FALSE,Waiting staff,Urban,Facebook,223,8,1718,ASMR,3,3514,8,4,2,86,Afternoon,5,5,Entertainment,Tablet,iOS,6:05 PM,7,3,Commuting,Mobile Data
235,33,Female,Barzil,45556,FALSE,TRUE,driver,Urban,Instagram,98,16,5309,Trends,20,759,4,15,40,82,Evening,6,4,Boredom,Smartphone,iOS,3:45 PM,8,2,Commuting,Mobile Data
236,46,Female,Indonesia,79042,TRUE,FALSE,Students,Urban,YouTube,261,14,7408,Life Hacks,15,9915,8,15,14,48,Evening,6,4,Procrastination,Computer,Android,3:45 PM,8,2,At school,Wi-Fi
237,20,Other,India,38099,FALSE,TRUE,Teacher,Rural,Facebook,81,13,871,Jokes/Memes,5,8621,4,18,20,93,Morning,8,2,Habit,Computer,MacOS,9:15 AM,10,0,At home,Mobile Data
238,37,Female,Vietnam,65096,TRUE,FALSE,Artist,Rural,Facebook,174,13,3575,Trends,13,6793,8,14,25,43,Night,3,7,Habit,Tablet,Android,8:30 PM,5,5,At work,Mobile Data
239,53,Male,Germany,91986,TRUE,TRUE,Students,Rural,TikTok,58,5,5828,Jokes/Memes,19,2459,5,26,42,16,Evening,6,4,Habit,Computer,iOS,3:45 PM,8,2,At school,Mobile Data
240,36,Female,Germany,33230,FALSE,TRUE,Waiting staff,Rural,Instagram,61,16,7987,Jokes/Memes,12,5273,4,1,49,35,Afternoon,5,5,Procrastination,Tablet,iOS,6:05 PM,7,3,Commuting,Wi-Fi
241,43,Other,Philippines,49009,FALSE,TRUE,Waiting staff,Rural,TikTok,298,11,8463,Life Hacks,23,1718,6,10,8,53,Afternoon,5,5,Entertainment,Smartphone,Windows,6:05 PM,7,3,At work,Mobile Data
242,20,Other,United States,90969,TRUE,TRUE,Cashier,Rural,YouTube,287,5,9736,Life Hacks,21,9457,2,29,28,34,Evening,6,4,Entertainment,Tablet,Android,3:45 PM,8,2,At school,Mobile Data
243,36,Male,Barzil,53866,TRUE,FALSE,driver,Rural,TikTok,123,13,8742,Life Hacks,5,5423,2,20,46,3,Night,3,7,Procrastination,Smartphone,Android,8:30 PM,5,5,At school,Mobile Data
244,37,Female,Germany,96975,TRUE,TRUE,driver,Rural,TikTok,248,11,5770,ASMR,6,1308,2,10,21,68,Night,3,7,Habit,Smartphone,iOS,8:30 PM,5,5,At home,Wi-Fi
245,49,Male,Barzil,61855,TRUE,FALSE,Waiting staff,Urban,TikTok,142,19,5734,Jokes/Memes,7,1050,9,10,23,5,Evening,6,4,Procrastination,Smartphone,Android,3:45 PM,8,2,At school,Mobile Data
246,24,Male,United States,26416,FALSE,FALSE,driver,Rural,Instagram,283,3,9905,Life Hacks,26,5479,3,27,32,10,Night,3,7,Habit,Smartphone,Android,8:30 PM,5,5,At home,Mobile Data
247,58,Male,Vietnam,92516,TRUE,FALSE,Students,Rural,YouTube,175,15,3241,Jokes/Memes,10,2249,4,24,8,52,Morning,8,2,Entertainment,Computer,Windows,9:15 AM,10,0,At home,Mobile Data
248,50,Female,Japan,75915,TRUE,FALSE,Students,Rural,TikTok,252,7,9555,Life Hacks,16,2809,8,2,31,29,Evening,6,4,Habit,Smartphone,Windows,3:45 PM,8,2,At home,Mobile Data
249,57,Female,United States,38058,FALSE,FALSE,Students,Rural,Instagram,147,7,4894,Jokes/Memes,8,2921,4,29,37,96,Afternoon,5,5,Habit,Smartphone,iOS,6:05 PM,7,3,At school,Mobile Data
250,56,Male,Germany,96637,TRUE,TRUE,Labor/Worker,Rural,YouTube,88,6,9477,Trends,9,4676,7,28,16,31,Afternoon,5,5,Procrastination,Smartphone,Android,6:05 PM,7,3,At work,Mobile Data
251,35,Other,India,60718,TRUE,FALSE,Waiting staff,Urban,Facebook,179,3,887,Gaming,27,4041,5,27,40,66,Afternoon,5,5,Entertainment,Smartphone,Android,6:05 PM,7,3,At home,Mobile Data
252,57,Female,United States,52602,TRUE,FALSE,driver,Rural,TikTok,132,13,5855,Entertainment,4,2417,9,8,42,76,Night,3,7,Habit,Smartphone,Android,8:30 PM,5,5,At home,Mobile Data
253,18,Female,United States,94658,TRUE,TRUE,Engineer,Rural,YouTube,185,7,5319,Comedy,21,532,4,1,27,91,Evening,6,4,Habit,Smartphone,Windows,3:45 PM,8,2,At work,Mobile Data
